name,content,author,region,people,start,end
Odnowa Niezalezne pismo mlodziezy akademickiej,"['„Odnowa. Niezależne pismo młodzieży akademickiej”, pismo środowiska akademickiego Gdańska i\xa0Sopotu, związanego z\xa0RMP. Ukazywało się IX 1980–25 II 1981. Wydano 7 nr., obj. 6–12\xa0s., format A4, w\xa0technice powielaczowej, numeracja ciągła. Bez regularnego cyklu wydawniczego: do końca 1980 wydano 6 nr., ostatni nr 7 ukazał się 1981 po kilkutygodniowej przerwie. W\xa0redakcji studenci: Izabela Kobzdej i\xa0Krzysztof Frączak z\xa0Politechniki Gdańskiej, Ala Górnowicz z\xa0Akademii Medycznej w\xa0Gdańsku oraz Stanisław Czerwiński z\xa0Uniwersytetu Gdańskiego, który przygotowywał większość materiałów oraz artykułów. Celem redakcji było podnoszenie kwestii wartości etycznych i\xa0społecznych w\xa0życiu studentów oraz akcentowanie znaczenia wspólnoty studenckiej. Opowiadano się za jednością narodową, przeciw podziałom klasowym. Propagowano zagadnienie samokształcenia, przypominano wydarzenia rocznicowe: nr 6 z\xa016 XII 1980 poświęcono wydarzeniom XII 1970. Kolportaż na uczelniach wyższych w\xa0Gdańsku i\xa0Sopocie w\xa0cenie 3 zł za egzemplarz.', 'Wojciech Turek', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Wojciech Turek'],Gdańsk,,,
Odnowa Przemysl,"['„Odnowa”, podtytuł: „Biuletyn Informacyjny NSZZ „S” Regionu Południowo-Wschodniego w Przemyślu”, wydawany 7 XII 1980 – 2 XII 1981 przez Sekcję Informacji KZ NSZZ „S” Regionu Południowo-Wschodniego, nast. Sekcję Informacji Regionu Południowo-Wschodniego, sygnowany do użytku wewnątrzzwiązkowego. Ukazało się 14 n-rów, obj. 16 s., format A5, druk na powielaczu, nast. na offsecie, drukowany w siedzibie regionu, nakł. do 500 egz.; numeracja ciągła. 21 II 1982 ukazał się nr spec. 1a, z Odezwą do społeczeństwa i świata pracy regionu przemyskiego. W redakcji: Stanisław Diabin, Eugeniusz Opacki, Adam Szostkiewicz i Wit Siwiec. Publikowano gł. informacje związkowe oraz dot. bieżących wydarzeń krajowych, przedruki z in. pism „S”, wywiady z działaczami związkowymi i wiersze. Kolportowane wśród członków „S” przez struktury związkowe w Regionie Południowo-Wschodnim.', 'Grzegorz Wolk', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Grzegorz Wolk'],Południowo-Wschodni,,,
Odnowa Siedlce,"['""Odnowa"", pismo wydawane 1 I – 10 X 1981 w Siedlcach; podtytuł „Pismo NSZZ «Solidarność» MKZ Ziemia Podlaska”.', 'Ukazało się 17 nr. o obj. 4-12 s. w formacie A4, drukowanych techniką offsetową w spółdzielni Interdruk na zlecenie Oddziału Regionu „S” w nakładzie ok. 25 tys. egz.; do 1 IV 1981 miesięcznik, następnie nieregularny tygodnik.', 'W składzie redakcji: Andrzej Jastrzębski (szef do nr. 15), Włodzimierz Pawłowski (szef od nr. 16), Józef Czubla, Stanisław Dąbrowski, Krzysztof Goławski, Wiesław Zajączkowski; opracowanie graficzne Sławomir Wysocki, Jolanta Zielińska; współpraca redakcyjna: Urszula Filipek; nr 3: Teresa Głuchowska, Maria Sobota, nr 5: Andrzej Bohdanowicz; nr 6: Mirosław Maś, Beata Romaniuk; od nr. 7: B. Romaniuk; od nr. 11: S. Wysocki (redaktor techniczny), Ewa Piszczek.', 'Zamieszczano komunikaty i uchwały „S”, stały serwis informacyjny, publicystykę (m.in. w obronie więźniów politycznych oraz tekst Stefana Bratkowskiego o cenzurze) m.in. na tematy związkowe, religijne i ekologiczne, wywiady, także wiersze i fraszki S. Wysockiego (ps. Siwy).', 'Kolportowane przez struktury związkowe.', 'Dodatki: „Dodatek Literacki” w formacie A4 drukowany na offsecie: nr 1 (do nr. 1 z 1 I 1981 i do nr. 3 z 3 V 1981) pod redakcją Józefa Czubli; nr 2 (do nr. 7) przygotowany przez Andrzeja Jastrzębskiego i S. Wysockiego; nr 3 (do nr. 9) przygotowany przez Józefa Czublę, opracowanie graficzne Beata Romaniuk; zamieszczano wiersze głównie Czesława Miłosza i teksty modlitw; „Wieś Samorządna”, podtytuł: „Siedlce, MKZ NSZZ «Solidarność»”, w formacie A4, drukowany na offsecie: nr 1 z 1 II 1981 (do nr. 2), zawierał materiały o strajkach chłopskich na Podkarpaciu.']",['Krzysztof Biernacki'],Mazowsze,,,
Odnowa,"['""Odnowa"", pismo KZ „S” działającej na terenie budowy Elektrowni Opole w Brzeziu, wydawane w Opolu od I połowie 1981.', 'Ukazało się ok. 5 nr. w formacie A5, drukowanych na offsecie.', 'W składzie redakcji: Stanisław Oleksy (założyciel, pracownik Opolskiego Zakładu Budowy Elektrowni, główny autor tekstów (ps. Drobycz), Kazimierz Duda.', 'Po 13 XII 1981 obydwaj znaleźli się wśród czołowych działaczy opolskiej opozycji solidarnościowej, organizatorzy w środowisku pracowników elektrowni grupy konspiracyjnej o krypt. Ela, w której skład wchodził m.in. Leszek Sufranowicz, stanowiącej część większej grupy konspiracyjnej pod formalnym przywództwem Stanisława Jałowieckiego, m.in. wydającej niezależne pismo „Sygnały Wojenne”.', 'W związku z działalnością konspiracyjną S. Oleksy, K. Duda i L. Sufranowicz byli aresztowani przez SB i sądzeni w tzw. procesie opolskiej dwudziestki. W I 1983 sąd Śląskiego Okręgu Wojskowego skazał S. Oleksego na karę 9 mies., a K. Dudę i L. Sufranowicza na karę 1 roku pozbawienia wolności.']",['Zbigniew Bereszyński'],Śląsk Opolski,,,
Officyna Liberalow,"['Officyna Liberałów, niezależne/podziemne wydawnictwo działające 1979–1989 w Warszawie, utworzone i prowadzone przez Janusza Korwin-Mikkego. Ukazało się 88 tytułów książek i broszur; wszystkie drukowane na tzw. dojściach w państwowych zakładach małej poligrafii w Warszawie; składanie i prace introligatorskie wykonywano w prywatnych mieszkaniach. Średni nakł. wynosił 1–1,5 tys. egz., był najniższy w przypadku polemicznych broszur (500–1 tys. egz.), najwyższy, powieści George’a Orwella Rok 1984, wyniósł 17,5 tys. egz. W prowadzeniu wydawnictwa pomagała żona J. Korwin-Mikkego, Małgorzata Szmit. 1986–1989 organizatorem działalności wydawniczej i kolportażu był Krzysztof Bąkowski. Officyna Liberałów nie korzystała z żadnych dotacji. Książki dystrybuowano w całym kraju. Kolportaż był oparty na 4–5 odbiorcach hurtowych w Warszawie. Mniejsze części nakł. były rozprowadzane przez wymianę z wydawnictwem Kurs (z Mirosławem Dzielskim z Krakowa) i we Wrocławiu.', 'Po 13 XII 1981 nakł. książek były kilkakrotnie konfiskowane przez SB, m.in. w 1982 w mieszkaniu Elżbiety \n\n\tLech  \n nakł. Nowej klasy Milovana Djilasa, Rok 1984 G. Orwella i in. tytułów; w 1984 funkcjonariusze SB skonfiskowali nakł. z samochodu J. Korwin-Mikkego.', 'Officyna Liberałów specjalizowała się w książkach o tematyce liberalno-konserwatywnej, prezentowano dorobek klasyków tego nurtu: Miltona Friedmana, Augusta Friedricha von Hayeka, George’a Gildera, Ayn Rand, Wilhelma Röpke oraz autorów polskich: Adama Heydela i Ferdynanda Zweiga. Wydawana była seria Biblioteczka Laureatów Nagrody Nobla, ukazująca się w formie broszur w formacie A7 (Jan Bunin, M. Friedman, Winston Churchill, Bertrand Russel, Henryk Sienkiewicz). Ukazywały się utwory literackie (Andrzej Bobkowski, Aldous Huxley, Józef Mackiewicz, Aleksander Sołżenicyn) i opracowania historyczne (Teodor Jeske-Choiński, Feliks Koneczny, Stanisław Swianiewicz). Drukowano pozycje polemiczne (Stanisław Ehlich, Stefan Kisielewski, J. Korwin-Mikke, Stefan Kurowski, Stanisław Michalkiewicz, Adolf Romański, Karol Saski) i teksty programowe, m.in. Wstęp do programu opozycji S. Kisielewskiego, Program liberałów (1983). Officyna Liberałów wydawała również podziemne pisma: „Stańczyk” i „Zeszyty Liberałów”.', 'Włodzimierz Domagalski', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Włodzimierz Domagalski'],Mazowsze,,,
Oficyna Niepokornych,"[""Oficyna Niepokornych, wydawnictwo podziemne działające 1987-1989 we Wrocławiu; założyciel, szef, redaktor naczelny Jerzy Andrzej Przystawa; współpracowali m.in.: Irena i Krystyna Chmieleńskie, Krzysztof Kołosowski, Andrzej Kostka, Wiktor Kubica (opracowanie graficzne), Wojciech Niespodziewany, Czesław Przystawa, Stanisław Rutkowski, Wiesław Wodecki; drukował w legalnym zakładzie poligraficznym na Wzgórzu Partyzantów pracujący tam Zbigniew Jabłoński, który wykonywał też matryce z dostarczonego mu maszynopisu; skład i cięcie: na osiedlu Stabłowice w posiadłości krewnej J.A. Przystawy; papier kupowano od drukarzy z przedsiębiorstw państwowych. Jako pierwsza ukazała się książka Leopolda Ungera ''A jeżeli rzeczywiście to byli Rosjanie?'' (1987; koedycja z wydawnictwem CDN), ostatnią książkę – ''Nowotwór. Szkice o Rosji'' W. Wodeckiego – wydano w XI 1989 (koedycja z Inicjatywą Wydawniczą Aspekt). Łącznie opublikowano 11 tytułów, głównie o tematyce historycznej i politycznej, w przeciętnym nakł. 1 tys. egz.; dodrukowywano też kilka nr. pisma „Obecność”. Finansowanie: ze sprzedaży oraz przy wsparciu Solidarności Walczącej i Institute for Democracy in Eastern Europe."", '', 'Kamil Dworaczek', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Kamil Dworaczek'],Dolny Śląsk,,,
Oficyna NZS,"[""Oficyna NZS, wydawnictwo działające IV – 13 XII 1981 na Uniwersytecie Wrocławskim. Założyciele: studenci członkowie NZS UWr: Wiesław Jastrzębski, Marcin Piechowski, Blandyna Skowrońska, Beata Szczepańska oraz prowadzący wydawnictwo Jarosław Świątek. Łącznie wydano 5 tytułów z zakresu nauk społecznych oraz literatury pięknej, przeważnie przedruki z Instytutu Literackiego w Paryżu (za zgodą IL). Jako pierwszą książkę wydano zbiór poezji ''Gucio zaczarowany'' Czesława Miłosza. Drukowano w jednym z przedsiębiorstw państwowych przy ul. Powstańców Śląskich we Wrocławiu. Papier kupowano w sklepach lub otrzymywano od „S”. Finansowanie: ze sprzedaży. Kolportaż: głównie w środowisku akademickim (ważny punkt sprzedaży stanowiła siedziba NZS UWr przy ul. Grodzkiej)."", '', 'Kamil Dworaczek', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Kamil Dworaczek'],Dolny Śląsk,,,
Oficyna WE,"[""Oficyna WE, wydawnictwo działające w Warszawie od końca 1982 do 1989. Od 1985 wydawało książki incydentalnie, używając wówczas nazwy Kret. Było kontynuacją wydawnictwa Enklawa, założonego przez Leszka Stalla i Janusza Iskrę. W skład redakcji wchodzili: L. Stall, który podejmował decyzje programowe i był odpowiedzialny za wybór tekstów, Wojciech Warecki, zajmujący się organizacją działalności wydawniczej, Włodzimierz Woroniecki – organizator działalności wydawniczej w l. 1982-1983 i Marek Warecki – organizator działalności wydawniczej w l. 1982-1989. Organizatorem kolportażu był L. Stall, który przekazywał nakład kolporterom hurtowym. W ramach Oficyny WE drukowano wyłącznie na tzw. dojściach, przede wszystkim robiono przedruki literatury z paryskiej „Kultury”, tytuły wydawano w nakł. podstawowym 3 tys. egz., w przypadku dużego popytu robiono dodruki. \n\n\tOficyna Oficyna Oficyna, wydawnictwo podziemne działające 1983-1988 w Szczecinie, założone z inicjatywy Sławomira Lenera. Oficynę utworzył zespół wydający pismo „Obraz” (zmiana nazwy wynikała z rozszerzenia zakresu działania grupy oraz dążenia do zdezorientowania SB). W skład redakcji wchodzili: S. Lener (odpowiadający za stronę graficzną), Edward Wiśniewski oraz Piotr Mync.\n WE wydała w l. 1982-1985: Mariana Brandysa ''Twardy człowiek'' (1982) i ''Z dwóch stron drzwi'' (1983), Stefana Bratkowskiego ''Co zrobić, kiedy nic się nie da zrobić? Rzecz o samorządach pracowniczych'' (1983), Milovana Dżilasa ''Rozmowy ze Stalinem'' (1983), Piotra Guzego ''Wielkie nieszczęście'' (1983), Marka Nowakowskiego ''Życiorys Tadeusza Nawalanego czyli „Solidarność” ma głos'' (1983), Georga Orwella Eseje (1983) i ''3 eseje'' (1983), Aleksandra Smolara ''Władza i przywileje'' (1983), Jana Józefa Lipskiego ''Etos Komitetu Obrony Robotników'' (1983, 1985), Horsta Bienka ''Cela'' (1984). Od 1985 jako wydawnictwo Kret wydano: Jana Kazimierza Umiastowskiego ''Przez kraj niewoli wspomnienia z Litwy i Rosji z lat 1939-1942'' (1985), Leopolda Ungera (pseud. Brukselczyk) ''Widziane z Brukseli'' (1986). Wspólnie z wydawnictwem NOWa wydano: Vaclava Havla ''Spiskowcy i inne utwory dramatyczne'' (1984), Milana Kundery ''Walc pożegnalny'' (1983). Od 1982 organizowano druk co najmniej kilkunastu książek dla wydawnictwa NOWa i innych wydawnictw oraz druk czasopism, m.in. „Vacatu”. Wydano również kilka nakładów pocztówek okolicznościowych, kalendarze, kilkanaście serii znaczków poczt podziemnych. V 1984 członkowie redakcji Oficyna WE – L. Stall i bracia Wareccy zostali aresztowani i osadzeni w AŚ Warszawa-Mokotów. W ramach rozpracowania Oficyny WE zatrzymano ok. 20 os. SB udało się rozpracować wszystkie konspiracyjne lokale wydawnictwa. Zarekwirowano zapasy papieru i wydrukowane już książki. Członkowie redakcji na mocy amnestii z VII 1984 zostali zwolnieni z aresztu.""]",['Anna Grażyna Kister'],Mazowsze,,,
Oficyna Wydawnicza Ksztalt,"[""Oficyna Wydawnicza Kształt, podziemne wydawnictwo funkcjonujące w l. 1984-1989 w drukarni na terenie Rumii-Janowa. Drukarnia działała w specjalnie w tym celu wykopanej piwnicy, znajdującej się pod uruchomionym dla zmylenia czujności SB warsztatem rzemieślniczym. Przez pewien czas była to jedyna drukarnia offsetowa w Regionie Gdańskim. \n\n\tOficyna Oficyna Oficyna, wydawnictwo podziemne działające 1983-1988 w Szczecinie, założone z inicjatywy Sławomira Lenera. Oficynę utworzył zespół wydający pismo „Obraz” (zmiana nazwy wynikała z rozszerzenia zakresu działania grupy oraz dążenia do zdezorientowania SB). W skład redakcji wchodzili: S. Lener (odpowiadający za stronę graficzną), Edward Wiśniewski oraz Piotr Mync.\n Kształt stanowiła kontynuację gdańskiego podziemnego wydawnictwa sygnowanego w l.1982-1984 nazwami: Ząb, /J/ oraz Podziemna Inicjatywa Wydawnicza. W skład zespołu drukarskiego wchodzili: A. Fic, Rafał Kobylański, Marcin Karpiński, Michał Szkudlarek i Krzysztof Olszewski. Stałe, dobrze zakamuflowane miejsce druku umożliwiało rozszerzenie działalności wydawniczej. Ogółem wydano około 200 tytułów książek, pism i ulotek, choć często nie sygnowano wydawanych druków nazwą oficyny. Z książek wydano m.in.: M. Łopiński, M. Moskit, M. Wilk, ''Konspira'' (nakł. 4 tys. egz.), ''Sprawa kapitana Adama Hodysza'' (nakł. 3,5 tys. egz.), P. Zaremba, ''Historia Dwudziestolecia 1918-1939'' (nakł. 2,5 tys. egz.), L. Szaruga, ''Mgły'' (nakł. 2,5 tys. egz.) oraz P. Kotow, ''Widziałem Kotłas i Workutę'' (nakł. 600 egz.). Wydawano również pisma opozycyjne, m.in.: „Pismo Regionu Gdańskiego Solidarność”, „Portowiec”, „Nasz Czas”, „Kontakty” oraz „Tygodnik Mazowsze”. O skali działalności wydawnictwa świadczyć może fakt, iż podczas referendum z XI 1987 przygotowało ono 60 tys. gazetek oraz 240 tys. ulotek. W pewnym momencie rozważano nawet pomysł własnej produkcji papieru."", '', 'Piotr Brzeziński', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Piotr Brzeziński'],Gdańsk,,,
Oficyna Wydawnicza Pokolenie,"[""Oficyna Wydawnicza Pokolenie, wydawnictwo podziemne działające w Warszawie (od poł. l. 80. filia w Łodzi, z Jarosławem Dąbrowskim na czele); pomysłodawca i lider: Waldemar Gniadek. Zręby i struktura Pokolenia zaczęły powstawać po 13 XII 1981; trzonem środowiska byli uczniowie i absolwenci XLI LO im. Joachima Lelewela oraz młodzież tamtejszej 79. Warszawskiej Żeglarskiej Drużyny Harcerskiej. Wydana w I 1983 pierwsza broszura Pokolenia: ''Dlaczego i jak wywołać wojnę'' Stanisława Piłki miała nakł. 500 egz. Rozwój umożliwił powielacz białkowy od wydawnictwa CDN (otrzymany dzięki Michałowi Jankowskiemu); w II 1983 ''Ruch pokoju a Związek Radziecki'' Władimira Bukowskiego wydano w nakł. 5 tys. egz. (druk u Katarzyny Piróg w Aninie); w 1983 i 1984 wydrukowano po 3 tytuły. W poł. l. 80 doszło do podziału Pokolenia na trzy grupy: W. Gniadka, Krzysztofa Michalca oraz Bortkowskiego. Prawo do posługiwania się dotychczasową nazwą miała uzyskać ta, która w ciągu 1 roku wykaże się największą produkcją; zwyciężył W. Gniadek, m.in. dzięki możliwości druku na tzw. dojściu (przez Marcina Fogla, w drukarni przy ul. Emilii Plater). Jego bliskim współpracownikiem został wtedy Jakub Wygnański, który zajął się sprawami organizacyjnymi; pozostali to m.in. Robert Kwiatkowski, Krzysztof Michalec, Grzegorz Niczke, Tadeusz Preizner, Krzysztof Rożek, Piotr Skwieciński, Paweł Zalewski, Piotr Zaremba, Witold Zielonka, Tomasz Ziemiński (ogółem ok. 100 osób). Do 1990 Pokolenie sygnowało ok. 120 książek i broszur w nakł. 2-5 tys. egz. Dominowała tematyka historyczna: ''Historia PSL 1945-1949'' Piotra Wardeckiego, ''Najnowsza historia Polski'' Andrzeja Alberta (właśc. Wojciech Roszkowski), ''Grudzień ’70 w Gdyni'' Wiesławy Kwaśniewskiej (właśc. Wiesława Kwiatkowska), ''Przywódcy Polski Podziemnej przed sądem moskiewskim'' Artura Leinwanda; także pozycje z zakresu literaturoznawstwa: ''Jedynie prawda jest ciekawa'' – szkice Jerzego Malewskiego (właśc. Włodzimierz Bolecki), ''Złom żelazny, śmiech pokoleń'' Kazimierza Dziewanowskiego. Usługowo drukowano 9 tytułów prasowych, m.in.: „Wezwanie”, „Kulturę Niezależną” „Politykę Polską”, „Tu i Teraz”, „KOS”. W 1984, poprzez Grupy Oporu Solidarni, Pokolenie nawiązało kontakt z Oficyną Wydawniczą Rytm – wspólnie w 1986 wydano ''Doświadczenie polskie'' Bogdana Cywińskiego; w l. 80. wydawnictwo współpracowało z „Krytyką” i „Zeszytami Edukacji Narodowej”. Drukowano techniką sitodruku i na tzw. dojściu, późn. na offsecie. Pokolenie powołało Bibliotekę Lwowską i Bibliotekę Reporterów OKO. W 2. poł. l. 80. weszło w skład Konsorcjum Funduszu Wydawnictw Niezależnych. Pokolenie nie było związane z żadnymi strukturami „S” ani ugrupowaniami politycznymi. Zalegalizowane, działało do 1991."", '', 'Justyna Błażejowska', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Justyna Błażejowska'],Mazowsze,,,
Oficyna Wydawnicza Q,"['Oficyna Wydawnicza Q (Q Oficyna Wydawnicza NSZZ „S” Region Pojezierze), wydawnictwo Biura Informacyjnego ZR Pojezierze „S” działające VII – 13 XII 1981 w b. siedzibie MKZ w Suwałkach. Założyciel i szef wydawnictwa: Romuald Łanczkowski (kierownik BI ZR); nadzór: wiceprzewodniczący ZR Jarosław Słabiński. Druk w poligrafii ZR (wyposażonej w 2 powielacze offsetowe – jeden wypożyczony z Zespołu Szkół Budowlanych w Suwałkach, 2 powielacze białkowe, kserograf i gilotynę do papieru), odpowiedzialni: Maciej Butkiewicz i Andrzej Sobolewski, współpracownicy (niesystematycznie): Wojciech Wasilewski, Jerzy Fiećko i Janusz Osowski. Sprzęt organizował J. Słabiński; papier J. Słabiński i A. Sobolewski. Oficyna współpracowała z Wydawnictwem Konstytucji 3 Maja.', ""Łącznie wydano 6 książek drukowanych techniką offsetową; pierwszą był reprint ''Zarysu historii wojennej 41-go Suwalskiego Pułku Piechoty imienia Marszałka Józefa Piłsudskiego'' Ludwika Smolenia, wydany bez miejsca wydania i logo oficyny, kolejnych 5 to dzieła Czesława Miłosza: ''Światło dzienne'', ''Traktat moralny'', ''Traktat poetycki'', ''Król Popiel i inne wiersze'', ''Zdobycie władzy''. Wydrukowano także ''Zniewolony umysł'', ale nakład został zarekwirowany po 13 XII 1981, podobnie jak skład przygotowanej do druku publikacji nt. wydarzeń związanych z kryzysem bydgoskim. Wydawnictwo drukowało też pisma Regionu Pojezierze: „Kres” i „BIP. Biuro Informacyjne «Pojezierza»”.""]",['Marcin Zwolski'],Pojezierze,,,
